,k,ROUGE-1 F1,summary path
323,0,0.13888888888888887,finished_summaries/gradesaver/White Fang/overview.json
324,0,0.16857142857142857,finished_summaries/shmoop/White Fang/overview.txt
325,0,0.44198895027624313,finished_summaries/sparknotes/White Fang/overview.txt
326,0,0.12477064220183486,finished_summaries/gradesaver/Romeo and Juliet/overview.json
327,0,0.5282392026578072,finished_summaries/shmoop/Romeo and Juliet/overview.txt
328,0,0.3840665873959571,finished_summaries/sparknotes/Romeo and Juliet/overview.txt
329,0,0.30587074494326594,finished_summaries/shmoop/The Merchant of Venice/overview.txt
330,0,0.4273743016759776,finished_summaries/sparknotes/The Merchant of Venice/overview.txt
331,0,0.4158004158004158,finished_summaries/gradesaver/The Ramayana/overview.json
332,0,0.3714285714285715,finished_summaries/shmoop/Meditations/overview.txt
333,0,0.3397027600849257,finished_summaries/shmoop/An Enquiry Concerning the Principles of Morals/overview.txt
334,0,0.48903982710713195,finished_summaries/shmoop/The Man in the Iron Mask/overview.txt
335,0,0.11097410604192354,finished_summaries/gradesaver/Cymbeline/overview.json
336,0,0.0,finished_summaries/gradesaver/Troilus and Criseyde/overview.json
337,0,0.08198757763975155,finished_summaries/gradesaver/The Sorrows of Young Werther/overview.json
338,0,0.0,finished_summaries/gradesaver/The Hairy Ape/overview.json
339,0,0.250386398763524,finished_summaries/gradesaver/All for Love/overview.json
340,0,0.14606741573033707,finished_summaries/shmoop/Major Barbara/overview.txt
341,0,0.07075064710957722,finished_summaries/sparknotes/Major Barbara/overview.txt
342,0,0.24281984334203655,finished_summaries/gradesaver/The Jew of Malta/overview.json
343,0,0.1532710280373832,finished_summaries/sparknotes/The Jew of Malta/overview.txt
344,0,0.16184971098265896,finished_summaries/gradesaver/The Coquette/overview.json
345,0,0.21571648690292758,finished_summaries/shmoop/The Communist Manifesto/overview.txt
346,0,0.1156661786237189,finished_summaries/gradesaver/An Ideal Husband/overview.json
347,0,0.11057692307692307,finished_summaries/shmoop/An Ideal Husband/overview.txt
348,0,0.1913875598086124,finished_summaries/sparknotes/An Ideal Husband/overview.txt
349,0,0.3995127892813642,finished_summaries/gradesaver/The Three Musketeers/overview.json
